Date,Close,High,Low,Open,Volume
2020-06-15,283.0238342285156,284.15759889008115,273.52057692212776,274.7004179145615,135782700
2020-06-16,288.47149658203125,290.9418133080397,283.59544878007773,290.79432961323033,137627500
2020-06-17,287.273193359375,289.78958611023603,286.5357749799992,289.49461875848573,83398900
2020-06-18,287.3838195800781,287.86312046362997,285.2914527967437,285.7523287681102,80828700
2020-06-19,285.7414245605469,291.0555539951317,283.7879547845026,290.8611422057598,135549600
2020-06-22,287.574462890625,287.972553531049,283.9915906199759,285.13958344479545,74649400
2020-06-23,288.8984375,291.16667889130184,288.4910796317382,290.2316035682341,68471200
2020-06-24,281.52899169921875,287.47269234301496,279.68664255613027,286.85238846256306,132813500
2020-06-25,284.5470886230469,284.8155808485051,278.92742739731943,280.9549491360684,89468000
2020-06-26,277.78863525390625,283.6582819104793,277.2054000388322,283.4453359328591,127961000
2020-06-29,281.8714904785156,282.01035602522563,276.7517734647458,279.0477874328817,79773300
2020-06-30,285.4821472167969,287.1856588350015,281.2789991524152,281.4363706937527,113394800
2020-07-01,287.4819030761719,288.75028382678505,286.13949836711066,286.60240238818403,72396500
2020-07-02,289.0650939941406,292.27764946199494,288.3985109841315,290.92594919645614,69344200
2020-07-06,293.5274658203125,294.1107294816476,292.1480207030375,292.89792305234755,61713800
2020-07-07,290.5000915527344,293.9626051282298,290.1205068059593,291.98139030142596,82910000
2020-07-08,292.7220153808594,292.83310783880313,289.50022108680014,291.26848979810916,54638600
2020-07-09,291.0555419921875,293.57374104179394,287.630040873894,293.3330219054562,83354200
2020-07-10,294.0273742675781,294.29586651217585,289.5557338319014,290.9907250034386,57550400
2020-07-13,291.4814453125,298.76755120134084,290.82412941270053,296.3789785176982,102997500
2020-07-14,295.2587585449219,296.03643402926104,288.8521534785703,290.0556928166949,93657000
2020-07-15,297.9714050292969,299.07311915926357,295.5828038092208,298.48985541358394,87196500
2020-07-16,296.9900207519531,297.4436577294119,295.41613550865986,296.0642125508216,54622500
2020-07-17,297.8509521484375,298.6378946024456,296.01784212946285,297.99908481947347,62774900
2020-07-20,300.2581481933594,301.0080506399925,296.83264625549896,297.58254870213204,56308800
2020-07-21,300.89697265625,302.6745088177804,299.9063509679838,302.23013890411175,57292200
2020-07-22,302.60955810546875,302.92435765600635,300.42466501247185,300.5357574404662,57792900
2020-07-23,298.9989929199219,302.9522118119583,297.62881493687297,302.2485885751996,75738000
2020-07-24,297.0733337402344,298.10096725984846,295.56426188414656,297.13814709374793,73766600
2020-07-27,299.23974609375,299.41565192293405,296.9715045616982,297.7677143548617,48293000
2020-07-28,297.3418273925781,299.62857474108495,297.0455619923725,298.50832649407437,57495000
2020-07-29,300.9987487792969,301.5635064567835,298.18428402153864,298.22132425942874,48454200
2020-07-30,299.9248046875,300.34142966237613,295.9253348944349,298.01764213127547,61861700
2020-07-31,302.2947692871094,302.3966228424774,297.48982428094394,301.7207729401308,84986800
2020-08-03,304.39654541015625,305.16495393465055,303.41519078686014,303.96141434107744,53077900
2020-08-04,305.5722351074219,305.5722351074219,303.5354458801942,303.5354458801942,41917900
2020-08-05,307.4701232910156,307.7293766896875,306.6091285143018,306.87762078191065,42697700
2020-08-06,309.5254211425781,309.6457807205977,306.5628520645501,306.8868905622747,43679400
2020-08-07,309.74761962890625,310.0346178766964,307.64601718121753,308.5533192811668,57308300
2020-08-10,310.6734619140625,310.85860660049394,308.25708784004365,310.20129069482834,44282100
2020-08-11,308.10894775390625,312.4972976931631,307.37757964188273,311.8584877954249,69601100
2020-08-12,312.4047546386719,313.1824302193306,310.5253649220565,310.5531380408862,53774400
2020-08-13,311.8399963378906,313.1546565515217,310.9141880406208,311.6363173823542,41816100
2020-08-14,311.8492431640625,312.38622776344647,310.7197559847732,311.45115240297025,47260400
2020-08-17,312.8398742675781,313.2379650407708,311.85851976679214,312.86764738539557,35481000
2020-08-18,313.5157470703125,313.9416109920186,311.63632903330017,313.2379876186909,38733900
2020-08-19,312.2102355957031,314.41363485755494,311.64547803553086,313.8951846484819,68054200
2020-08-20,313.182373046875,313.66378310318254,310.34940242970504,310.47900087610935,42207800
2020-08-21,314.2933654785156,314.5155503966336,312.50653425057345,312.84910700390265,55106600
2020-08-24,317.4781799316406,317.55223216069555,314.2656241496155,316.73751637396253,48588700
2020-08-25,318.58917236328125,318.6724917263265,316.87642122487284,318.04294881436505,38463400
2020-08-26,321.7831115722656,322.0515755650152,318.63536984460586,319.1815932051434,50790200
2020-08-27,322.4866943359375,323.9402197043757,320.8202512056413,322.65336125170194,58034100
2020-08-28,324.56982421875,324.69945092755256,322.3201170881674,323.5144175693778,48588900
2020-08-31,323.39410400390625,325.23645353103154,323.1626519224713,324.35695257363545,66099200
2020-09-01,326.43994140625,326.5417667355129,323.3292115013721,324.22724648767144,54908700
2020-09-02,331.16156005859375,332.13364723694355,327.2083414922187,328.35636271868754,69540000
2020-09-03,319.764892578125,329.93951517196746,317.1726127891446,329.4673439712891,148011100
2020-09-04,317.1541748046875,322.023907537376,310.02543917315353,320.45005028667015,139156300
2020-09-08,308.48846435546875,317.2188549450561,308.1829601582758,311.72879223558186,114465300
2020-09-09,314.580322265625,317.05221391399175,311.63623122167985,312.5064930407791,91462300
2020-09-10,309.11810302734375,317.1170709136093,308.15525462087976,316.4597550247516,90569500
2020-09-11,309.27557373046875,311.9696797555363,306.4426020862601,310.9050056708777,84680200
2020-09-14,313.3489990234375,315.12656299224113,309.423581752998,312.450964043728,65605700
2020-09-15,314.9321594238281,316.64488183662957,313.3582743243969,315.8116601824572,52920900
2020-09-16,313.68231201171875,317.60772937455226,313.40455262542565,316.17273809901303,82096000
2020-09-17,310.9234313964844,312.64544938955055,308.28487230028173,308.81258977020724,91523300
2020-09-18,307.3438720703125,311.8427175043129,304.8527807613783,311.73118033622967,105877900
2020-09-21,303.9232177734375,304.0719434291927,299.052573105159,302.74274511193624,99450800
2020-09-22,307.0186462402344,307.5763606466688,302.89159934576605,305.41060421429705,63612100
2020-09-23,299.89849853515625,307.8551384394909,299.39655288531276,307.5762671377892,93112200
2020-09-24,300.69775390625,303.76513850366496,297.2585410466518,298.57846329776913,76681300
2020-09-25,305.5592346191406,306.3492990513619,298.96898188268307,299.8426991947917,71069400
2020-09-28,310.6342468261719,311.3499623041306,308.7380305622462,309.73261722500985,64584600
2020-09-29,308.942626953125,311.17345533698654,308.24549131026066,310.4298553312067,51304000
2020-09-30,311.28497314453125,314.44531523436564,309.41664083080235,309.6118308382536,104081100
2020-10-01,313.2835388183594,314.8636962658314,311.39662573607967,313.8877175002319,88698700
2020-10-02,310.3089904785156,313.2555627207702,307.8457837333298,308.3198450119104,89431100
2020-10-05,315.81170654296875,315.997592335317,312.32602881311146,312.372493169569,45713100
2020-10-06,311.3221435546875,318.0518447733549,310.81092215803676,315.9511338783172,90128900
2020-10-07,316.74127197265625,317.549944798489,314.2594565452346,314.287340836935,56999600
2020-10-08,319.54833984375,319.6134126353913,317.7636603816266,318.6838985828623,45242500
2020-10-09,322.4019775390625,322.8667345981165,320.58013781019633,321.2028963840777,59528600
2020-10-12,327.5886535644531,329.0665776070336,324.45619552767687,324.9488368752037,80388500
2020-10-13,325.4507751464844,327.6258347283141,324.4840725434982,327.4492247806574,73255500
2020-10-14,323.4057922363281,327.12384815613143,322.6714966160581,326.02702846775315,57727900
2020-10-15,323.006103515625,323.4894405664943,318.94413201868963,319.4832376382548,60357700
2020-10-16,322.81097412109375,326.0270851078282,322.63436416489975,324.3632468520364,89501900
2020-10-19,317.9031982421875,324.70722143286656,317.00156822682135,324.0751585100291,68425600
2020-10-20,319.1765441894531,322.42984341706637,318.488712858615,319.25089283338775,60051900
2020-10-21,318.5723876953125,321.3051615043332,318.265632147442,319.1300734795861,63575000
2020-10-22,320.31982421875,320.9054226108383,316.6389565111462,318.7861317044582,55399300
2020-10-23,321.4073791503906,321.60256916559945,318.9441724986455,321.54680058982547,49143900
2020-10-26,315.4678039550781,318.80475616946273,311.96351764417074,318.0146635113088,91473000
2020-10-27,314.38031005859375,316.1463814562945,314.16651156962877,315.8117699429827,65994100
2020-10-28,303.6351623535156,314.4082303149431,303.14252088044003,308.69172270979504,127094300
2020-10-29,306.7210693359375,309.8999916354377,302.1757318242684,303.8674542744102,90597700
2020-10-30,303.5235290527344,306.4514926680228,299.8612413875232,305.1408744396233,120287300
2020-11-02,306.925537109375,308.9332624062215,304.17415521892417,306.925537109375,86068300
2020-11-03,312.3446350097656,314.40815753311387,307.00923292891446,310.1695753283749,93294200
2020-11-04,319.3252868652344,323.4151432960798,315.65369476603786,316.83416747960666,126959700
2020-11-05,325.5530090332031,327.365572873288,324.27027503763776,324.62349493398403,82039700
2020-11-06,325.4786376953125,326.7334873150784,323.1455483916412,325.2648392554505,74973000
2020-11-09,329.56854248046875,338.6963784554097,329.10378539457383,338.3152742409933,172304200
2020-11-10,329.085205078125,330.1448364825855,325.8040211888103,328.57395526410835,85552000
2020-11-11,331.52984619140625,332.3570990887861,330.03331356077604,331.27885919980673,58649000
2020-11-12,328.3137512207031,331.57635562276516,326.5012152824114,330.51669566203424,67546200
2020-11-13,332.8590087890625,333.6026087311802,329.7079423371588,330.2284679699451,62892200
2020-11-16,337.013916015625,337.20910602355747,334.2439539338636,335.53599207967227,74541100
2020-11-17,335.201416015625,336.4098015306876,333.0821247126404,334.5972374413552,66111000
2020-11-18,331.1673278808594,336.01939328368303,331.13013936912824,335.47098329337155,70591300
2020-11-19,332.5616149902344,332.9334150256051,329.1874736453594,330.53528068591817,59940900
2020-11-20,330.28424072265625,332.5057930917374,330.20989207411236,332.301298850092,70417300
2020-11-23,332.26409912109375,333.5282530358045,329.8566610286987,332.0967933926305,63230600
2020-11-24,337.61810302734375,338.166512926915,333.9651195251979,334.8202565878615,62415900
2020-11-25,337.0976257324219,337.56238283594644,336.0008057760693,337.5344985443959,45330900
2020-11-27,338.0364074707031,338.5104403756147,337.02321213244505,338.1944089835005,28514100
2020-11-30,336.5399169921875,337.52519979831504,333.8536356408467,337.25563273127324,83872700
2020-12-01,340.22076416015625,341.7637610766728,339.2075971251857,339.8024998061892,74231400
2020-12-02,340.93646240234375,341.09446390376803,338.52902444464564,339.1053186103433,45927000
2020-12-03,340.8435974121094,342.23786884769305,339.7374731372243,340.8342931919175,62882000
2020-12-04,343.7809143066406,343.7809143066406,341.33628684057766,341.4292439559906,50749900
2020-12-07,343.0743408203125,343.56698213719176,341.8009110974276,343.00926802818253,48944300
2020-12-08,344.0782165527344,344.64520648783315,341.7544315075425,341.8008958618397,42458900
2020-12-09,340.9923095703125,344.8962524151043,340.155752415466,344.73825087726243,74098300
2020-12-10,340.88067626953125,341.93100325191364,338.74277706945526,339.61652249067066,57735400
2020-12-11,340.4809875488281,340.88997600300894,337.6552852409652,339.1796735430337,57698600
2020-12-14,338.9566650390625,343.7343534662368,338.78005506472596,342.6561419139507,69216200
2020-12-15,343.53912353515625,343.53912353515625,340.1278225669573,341.5034853233126,63865300
2020-12-16,344.0782165527344,344.998426353345,342.8698313093246,343.7528809731042,58420500
2020-12-17,346.0023498535156,346.20684410811197,344.8962257081794,345.7235069456668,64119500
2020-12-18,344.62078857421875,346.4597381046368,342.6044762600976,346.29171920031933,136542300
2020-12-21,343.388671875,353.28352905625735,337.9465160934025,340.6909394443112,96386700
2020-12-22,342.8098449707031,343.82733077167063,341.68034656595023,343.7153181678852,47949000
2020-12-23,343.1178894042969,345.0315044186133,342.7911670027845,343.7806495988375,46201400
2020-12-24,344.4527587890625,344.4807619388975,343.00588190186073,343.5939480483956,26457900
2020-12-28,347.4119567871094,347.80400095877894,346.38512695366734,347.01054024714455,39000400
2020-12-29,346.7491760253906,349.12021433452065,346.1610812667829,348.9428515188313,53680500
2020-12-30,347.2438049316406,348.279978334296,346.8517608778825,347.5705273013944,49455300
2020-12-31,349.0081481933594,349.7362586191651,346.53444152154736,347.0478421277476,78520700
2021-01-04,344.2567138671875,350.47366910441684,340.55081201892335,350.34296875558,110210800
2021-01-05,346.6277770996094,347.71995701585035,343.5659756645781,343.61266657677504,66426200
2021-01-06,348.7000732421875,351.9019187189158,344.5647799187049,345.11552753738533,107997700
2021-01-07,353.880859375,354.6276289954362,350.903067797057,351.08043056721175,68766800
2021-01-08,355.8972473144531,356.1119286701362,352.01398178898427,355.27180554640364,71677200
2021-01-11,353.4981384277344,355.26239380181204,352.5926652872222,352.71402176287364,51034700
2021-01-12,353.5727844238281,354.5902701047907,351.32310327167943,353.68482550183654,52547700
2021-01-13,354.5249938964844,355.52379194885276,352.7140474834026,353.4981642054425,45303600
2021-01-14,353.28350830078125,355.7759030908714,352.94747043467044,355.2718178042631,49989100
2021-01-15,350.7070617675781,352.4619733044625,348.8401091438219,351.65919735021674,107160000
2021-01-19,353.4607238769531,354.00215597451506,351.6871249628152,353.17134856141945,51233300
2021-01-20,358.35223388671875,359.19235686721606,355.3650983033549,355.7571424001168,61836100
2021-01-21,358.678955078125,359.3417438187751,357.75482257805237,358.9123241730878,47840100
2021-01-22,357.409423828125,358.5762692472842,356.4386004629022,356.82132917887884,52860500
2021-01-25,358.81903076171875,359.1737278876896,353.28349369377014,358.14692656984414,70402000
2021-01-26,358.25885009765625,360.1818088514389,358.02548104028034,359.77107703146265,42665300
2021-01-27,349.5029296875,355.0197790616294,347.2625918497044,354.9264257168376,123351100
2021-01-28,352.5086975097656,356.5226346350152,350.884457689655,351.32316424973817,94198100
2021-01-29,345.4515686035156,351.61251765674365,343.7712942322162,350.6416943635997,126765100
2021-02-01,351.20184326171875,352.237988412501,345.74100051485544,348.8588083348095,75817600
2021-02-02,356.16790771484375,357.72682583158235,351.2858443927636,354.3943082588558,64450700
2021-02-03,356.4479064941406,358.17484322861526,355.16904860852287,356.99865405501225,52427100
2021-02-04,360.49920654296875,360.5458689619546,356.55993550525034,357.48406790567833,47142600
2021-02-05,361.91815185546875,362.6276030840399,360.45261545754704,362.37557469425633,48669800
2021-02-08,364.5318908691406,364.5785532958021,362.5155783559081,363.3743607210716,38365200
2021-02-09,364.2891540527344,364.88659260458746,363.28101210578,363.69171550088134,35551100
2021-02-10,364.13043212890625,366.18409143779456,361.72207574615237,366.03473180738115,59154400
2021-02-11,364.7184753417969,365.63329226629037,362.28211615236023,365.2132165845234,42913300
2021-02-12,366.52008056640625,366.7627649882298,363.8409801496445,363.91567419284456,50593300
2021-02-16,366.2027587890625,367.94838348385304,365.48399225881036,367.75233294042647,50972400
2021-02-17,366.2867736816406,366.538802023483,363.43031003691596,364.44782425799957,52290600
2021-02-18,364.72784423828125,365.47461384883314,361.9460747372213,363.67301150998657,59712800
2021-02-19,364.0837707519531,366.2774458183221,363.6356918594277,365.9880704358901,83241000
2021-02-22,361.2832946777344,363.7009946315046,361.01257860165623,361.3112978244023,67414200
2021-02-23,361.7220764160156,363.0756284840309,354.90771062947573,359.071007068001,107284100
2021-02-24,365.7080993652344,366.1375190911044,359.64050176323667,360.6299846316439,72433900
2021-02-25,356.89599609375,365.8107122221224,355.44911916352476,364.43850086453193,146670500
2021-02-26,355.0570068359375,359.92975391891395,353.0687263861463,358.78159638258063,152701600
2021-03-01,363.6636962890625,364.9145796408334,355.2530939230072,359.9391348464769,105348800
2021-03-02,360.8260192871094,364.12119023827887,360.32193399363956,363.8878211100447,79595300
2021-03-03,356.04656982421875,361.096651920439,355.9438726099805,360.12585700592814,119940200
2021-03-04,351.6405029296875,358.4548679302634,347.1411407192038,355.8598051821406,183433000
2021-03-05,358.1095886230469,359.1644216094542,347.8506911653114,355.15045563009375,152039600
2021-03-08,356.3265380859375,361.8900482908478,356.0465066194313,359.0709604074307,123149200
2021-03-09,361.4140625,363.9717786646601,359.67778162011194,360.1818668416844,113633600
2021-03-10,363.6636962890625,365.3626300474982,362.3475197320477,363.7663934988811,109899400
2021-03-11,367.3510437011719,369.3300095267911,365.68011261777093,366.1375355212944,86245000
2021-03-12,367.84564208984375,367.98565782730424,365.1759137374838,365.9880335021886,64653600
2021-03-15,370.0392761230469,370.3006482999576,365.95064611553363,368.0976298196266,73427200
2021-03-16,369.5726318359375,371.36489050741085,368.7978304984493,370.6554678400284,73722500
2021-03-17,370.8327941894531,371.63557011212924,367.1362076288322,368.28439370276624,97959300
2021-03-18,365.437255859375,370.3286618015466,364.75580800992077,368.2376843277813,115349100
2021-03-19,364.7610778808594,366.71842946623457,362.57893882057766,365.13568556472467,113624500
2021-03-22,367.67376708984375,369.0598472746513,365.2200533338156,365.2762430701566,73778600
2021-03-23,364.77978515625,368.4884496805221,363.9931004741761,367.03683423992146,90686600
2021-03-24,362.92547607421875,367.8235568981722,362.8786608283594,366.1846231627889,97588600
2021-03-25,364.9671936035156,365.76322438235565,359.53528100576926,361.48328710314735,116128600
2021-03-26,370.8486328125,371.2513354528067,365.51975365812234,366.1191203770628,114409100
2021-03-29,370.6612548828125,371.5696935881857,367.8797490389985,369.36883398437055,108107600
2021-03-30,369.67791748046875,370.35222281435466,368.07642444952893,369.3875943515062,76262200
2021-03-31,371.1763916015625,372.74041546812293,370.2211375092786,370.2492323772652,112734200
2021-04-01,375.1847839355469,375.2410022566375,372.9090137092309,373.1150522840873,99682900
2021-04-05,380.56988525390625,381.1130908973856,377.77903264554743,377.8539427787453,91684800
2021-04-06,380.3450012207031,381.39391422507504,379.6706959206447,380.0078628610418,62021000
2021-04-07,380.78515625,381.1316690756449,379.7175229110059,380.17641518488864,55836300
2021-04-08,382.5927734375,382.6489631784164,381.10368814172836,382.04022193132636,57863100
2021-04-09,385.3742370605469,385.54283484528173,382.34925154836947,382.4710055003902,61104600
2021-04-12,385.5147399902344,385.78631418087707,384.1661291967522,384.7748703761354,56704900
2021-04-13,386.65728759765625,387.28477774882987,385.02772811419857,385.4117103588361,56551000
2021-04-14,385.3368225097656,387.68750278516484,384.7936169300577,386.6292150757349,61659900
2021-04-15,389.476318359375,389.74792117202105,387.43468147433254,387.4814967334206,60229800
2021-04-16,390.778076171875,391.3868173846605,389.3451806977681,390.7687016886695,82037300
2021-04-19,388.85809326171875,390.2909884719837,387.5282316055179,389.84147065275465,78498500
2021-04-20,386.0111389160156,388.74580153591614,384.53139954515456,387.64069853993914,81851800
2021-04-21,389.66357421875,389.8696127711152,385.2524800177592,385.3929829340343,66793000
2021-04-22,386.104736328125,390.32851244037596,385.03710277731346,389.4950123134233,97582800
2021-04-23,390.29107666015625,391.70525180773853,386.5917853934421,386.6666955199945,73209200
2021-04-26,391.10577392578125,391.67707427054285,390.35655849541547,390.9465792226784,52182400
2021-04-27,391.02154541015625,391.602220319812,389.87897313751233,391.40552766202535,51303100
2021-04-28,390.9091796875,392.41701387986393,390.44091281471174,391.2931619528754,51238900
2021-04-29,393.400390625,394.01850637036216,390.0101427998343,393.6438985618607,78544300
2021-04-30,390.8155212402344,391.9768425215657,389.91645684560837,391.12459338199886,85527000
2021-05-03,391.658447265625,393.19434783827893,391.1620854940014,392.8103655499296,68128300
2021-05-04,389.2421875,390.1600009463546,385.54289600428126,389.66363915758245,101591200
2021-05-05,389.3639221191406,391.12461021240586,388.80199613054106,390.8904767655513,60162200
2021-05-06,392.4731750488281,392.60427490167996,387.4252448088687,389.4387864991381,74321400
2021-05-07,395.32952880859375,395.9851137113868,392.5573975645179,393.2410773299601,67733800
2021-05-10,391.4149169921875,395.91026755105577,391.29316303200807,395.6855085973349,81852400
2021-05-11,387.921630859375,388.9143543332636,384.0350215703877,386.8820921309742,116888000
2021-05-12,379.6800537109375,386.4043574532222,378.35953803217666,385.1306855984011,134811000
2021-05-13,384.24102783203125,386.1796593623134,381.1879189629342,381.2347627942497,106394000
2021-05-14,390.1411437988281,390.993392781113,386.95693536241697,386.985030226416,82201600
2021-05-17,389.1484680175781,389.96327633452273,387.1255518204116,389.02674264587563,65129200
2021-05-18,385.7957458496094,389.6542606326164,385.63652252395883,389.4107526924722,59810200
2021-05-19,384.7841796875,384.96212335727006,379.60515004278085,381.09426361206437,106467100
2021-05-20,388.9237365722656,390.18806285746604,385.54286343600126,385.6645888163089,78022200
2021-05-21,388.60528564453125,391.6583945728601,388.1463932893185,390.4127887790832,76578700
2021-05-24,392.5668640136719,393.64387210851635,390.6094833278582,390.8529912483548,51376700
2021-05-25,391.6958312988281,394.00907059694083,391.1151849988608,393.6531832309636,57451400
2021-05-26,392.4731750488281,392.9788826564934,391.2463182178888,392.2858568810516,43088600
2021-05-27,392.67919921875,394.0184354690083,392.3982219773763,393.5033533975978,56707700
2021-05-28,393.38153076171875,394.5147282693946,393.14739739182596,394.25250003834395,58520200
2021-06-01,393.03509521484375,395.89151145679193,392.59492324968153,395.7510371233868,54216600
2021-06-02,393.6531982421875,394.49610143827164,392.67922377059676,393.69066759286113,49097100
2021-06-03,392.19219970703125,393.334771942257,389.8602399847774,391.33060472483857,58138800
2021-06-04,395.7791748046875,396.0788724688653,392.257798702454,394.04658162329105,55938800
2021-06-07,395.3951416015625,395.94769302205015,394.45860795719597,395.7697493431614,51555000
2021-06-08,395.4794921875,396.350461762709,393.64389394087016,396.25680266649715,47134300
2021-06-09,394.8894348144531,396.39726895606424,394.66467586891736,396.3223302537251,48436300
2021-06-10,396.7249755859375,397.680258127959,394.7957187001208,396.11623447588136,51020100
2021-06-11,397.38067626953125,397.4930557587994,395.98524997654323,397.2776712646171,45570800
2021-06-14,398.2703552246094,398.37336021927234,396.2474388768698,397.4930161999577,42358500
2021-06-15,397.5398254394531,398.4576101510953,396.6594814967525,398.42016938215374,51508500
2021-06-16,395.3201904296875,397.90503235240567,393.26920810752716,397.6802734306868,80386100
2021-06-17,395.1891174316406,396.1724663616995,392.70730889994087,394.90816876040657,90949700
2021-06-18,389.8578796386719,392.592083637559,389.6511670033553,391.896790534333,118676300
2021-06-21,395.4390563964844,395.62698739769405,390.80684682653913,391.62429220073597,72822000
2021-06-22,397.55316162109375,398.389417322035,394.7061817905028,395.42969035743977,57700300
2021-06-23,397.0739440917969,398.4363433818504,396.9893837502826,397.6283032245522,49445400
